file,mean_grey,sd_grey,mean_area,sd_area,mean_perimeter,sd_perimeter,mean_major,sd_major,mean_minor,sd_minor,mean_ar,sd_ar,mean_turning,sd_turning,duration,N_frames,max_net,net_disp,net_speed,gross_disp,gross_speed,max_step,min_step,sd_step,sd_gross_speed,max_gross_speed,min_gross_speed,id,date,time,magnification,tube_id,measure_point,community
sample_0301,218.292900662252,7.40797238273737,6004.46948874172,1774.64651027653,324.317910463576,51.6126238890425,115.298824900662,21.9094633130663,64.9510294039735,12.5084725995277,1.81237748344371,0.353934791390012,0.0,0.32,10.0666666666667,151,1834.65,1618,160.74,2671.29,265.36,100.17,2.12,11.33,169.86,1502.48,31.86,sample_0301-100,2019-04-05,17,1,301,8,Ble
sample_0301,226.766059602649,3.60829523779451,9275.62867284768,1357.29642636477,415.824849801324,39.236080985248,157.111709668874,19.331846734426,75.0436683443709,4.19640417175553,2.097,0.262524157618558,0.0,0.21,10.0666666666667,151,2365.65,2366,235.0,2447.91,243.17,26.91,5.16,3.99,59.85,403.69,77.46,sample_0301-103,2019-04-05,17,1,301,8,Ble
sample_0301,241.134493243243,3.5880440496174,22451.0934486486,7727.97835390484,754.397772972973,193.427266459183,275.605865945946,83.4676125993813,101.549926486486,22.2345288269237,2.77471621621622,0.887924860770719,0.05,0.33,9.93333333333333,148,2726.93,2727,274.52,3969.0,399.56,185.54,6.68,19.47,230.49,1689.5,100.21,sample_0301-116,2019-04-05,17,1,301,8,Ble
sample_0301,222.422465277778,5.33904810393469,16489.0680888889,3832.05919876465,566.363864444444,72.5139874008475,214.656426666667,32.7212471061654,96.7477888888889,13.9061688124987,2.25222222222222,0.38994172855768,-0.02,0.27,9.6,144,2124.49,2095,218.18,3084.69,321.32,52.99,6.04,8.41,126.22,794.89,90.57,sample_0301-12,2019-04-05,17,1,301,8,Ble
sample_0301,233.205817567568,8.07304321821868,29432.2480432432,3665.17353467932,719.652092972973,60.7053440029802,251.155721081081,20.502118485539,149.729941621622,19.221087705181,1.71113513513514,0.29487455302625,-0.01,0.1,9.86666666666667,148,4345.25,4345,440.4,4774.49,483.9,50.67,13.72,6.25,93.81,760.08,205.86,sample_0301-120,2019-04-05,17,1,301,8,Ble
sample_0301,235.759327272727,9.05156712450544,21569.5583418182,8463.43965454778,659.785792,183.9572842992,244.151354181818,78.0012759196868,108.943540363636,27.3188072708361,2.29189090909091,0.660685885826721,0.11,0.37,3.73333333333333,55,940.0,910,243.74,1366.66,366.07,215.12,7.85,29.06,254.62,1613.42,117.69,sample_0301-127,2019-04-05,17,1,301,8,Ble
sample_0301,232.000810810811,2.2171178217306,12824.3435243243,3544.64727701396,490.321435675676,105.967639815104,180.339208648649,44.5784305677614,88.6869881081081,18.1614054300232,2.0737027027027,0.645376284076234,0.04,0.41,2.46666666666667,37,927.47,927,375.93,942.61,382.14,67.84,3.18,10.63,159.42,1017.64,47.73,sample_0301-128,2019-04-05,17,1,301,8,Ble
sample_0301,213.340196078431,10.3042073795506,13639.1519372549,4527.75453635505,490.805854117647,113.449045787625,194.495981176471,46.1797338242102,84.984928627451,20.0017608663306,2.34162745098039,0.499414735897303,-0.01,0.14,3.4,51,1153.33,1153,339.21,1206.77,354.93,177.8,7.47,23.22,348.28,2667.01,111.98,sample_0301-130,2019-04-05,17,1,301,8,Ble
sample_0301,217.616732394366,6.04627402986264,11707.6754028169,4177.69522340203,440.637467042254,97.0814751435875,149.29136,32.7708594957507,95.7631684507042,25.7679068402639,1.63945774647887,0.428140604982291,0.11,0.39,9.66666666666667,142,758.94,756,78.16,2671.06,276.32,327.27,1.41,28.33,201.21,1706.06,21.15,sample_0301-132,2019-04-05,17,1,301,8,Ble
sample_0301,225.756717948718,3.74517664020177,23562.7625025641,9382.74484742337,664.735597948718,172.400768864644,252.147629401709,76.0577513679962,112.371131623932,25.7572707298939,2.22442735042735,0.462171510861933,-0.08,0.41,7.8,117,1939.43,1939,248.65,2868.74,367.79,83.16,2.63,13.41,201.09,1247.33,39.4,sample_0301-143,2019-04-05,17,1,301,8,Ble
sample_0301,229.1759375,8.1559921511139,14408.6445714286,3832.03743312694,498.490514285714,68.9604073083147,178.054645714286,30.7514689675175,101.313265714286,19.3871855328517,1.80599107142857,0.373479777315595,-0.02,0.27,7.46666666666667,112,1390.85,1190,159.32,2239.02,299.87,60.66,7.76,8.03,120.51,909.86,116.42,sample_0301-15,2019-04-05,17,1,301,8,Ble
sample_0301,213.635960784314,14.5912986001394,26328.049945098,7714.71077674534,781.418767058824,197.28724420365,279.422970980392,60.7567966114976,116.261044705882,27.20570577042,2.43188235294118,0.441297480031728,-0.03,0.51,3.46666666666667,51,1239.99,1240,357.69,1511.87,436.12,144.38,0.38,23.14,261.21,1399.45,5.66,sample_0301-151,2019-04-05,17,1,301,8,Ble
sample_0301,223.849532258064,2.04723025779968,12318.1584516129,4171.86327893022,473.555215483871,118.042577994639,190.154549677419,52.5434496788726,78.7884645161291,14.5842825984353,2.35959677419355,0.393859776148964,0.03,0.17,4.13333333333333,62,1164.44,1164,281.72,1260.58,304.98,30.74,5.7,7.58,113.75,461.09,85.44,sample_0301-17,2019-04-05,17,1,301,8,Ble
sample_0301,223.926642384106,4.75626378907418,12750.2254622517,2188.44809751063,526.293376423841,65.7191020797299,216.513430463576,29.9594266482052,74.6883708609271,6.44084318835176,2.91325165562914,0.467297938058694,-0.01,0.19,10.0666666666667,151,3505.09,3303,328.11,3897.07,387.13,37.17,3.65,8.78,131.73,557.62,54.75,sample_0301-18,2019-04-05,17,1,301,8,Ble
sample_0301,152.8996,5.56335360037079,1259.32202666667,787.110679997161,158.7488,61.4250230105358,51.6589226666667,21.0771621787569,27.690144,9.92515043840111,1.883,0.410177421662114,-0.04,0.67,2.06666666666667,30,609.28,609,294.81,658.43,318.6,66.63,6.02,11.79,127.99,512.92,90.36,sample_0301-189,2019-04-05,17,1,301,8,Ble
sample_0301,138.196684210526,1.66633063454578,1410.56,727.55526359734,180.6736,64.9695148549574,55.79744,18.0152393344055,29.6496,9.77937047553562,1.91036842105263,0.360639895883586,0.0,0.25,1.4,19,582.1,582,415.79,597.18,426.56,97.52,10.58,17.52,105.6,598.18,158.76,sample_0301-194,2019-04-05,17,1,301,8,Ble
sample_0301,234.667689922481,5.90032434198331,16444.3167751938,5229.68713706375,549.914790697674,105.635418569031,205.310759689923,44.9188874439963,98.3817525581396,22.5084217703673,2.14939534883721,0.470014351818854,-0.05,0.27,8.6,129,1099.86,408,47.46,2523.48,293.43,95.47,4.56,11.16,167.44,1432.07,68.39,sample_0301-2,2019-04-05,17,1,301,8,Ble
sample_0301,212.461397350993,6.04266761409172,7759.02703046357,813.721655193084,385.729332980133,44.8925233269578,148.649597880795,8.38642558154359,66.4977652980132,6.48048919720302,2.25578145695364,0.240438651746892,-0.02,0.16,10.0666666666667,151,2978.5,2979,295.88,3303.89,328.2,43.65,8.12,6.0,89.94,654.82,121.87,sample_0301-21,2019-04-05,17,1,301,8,Ble
sample_0301,243.300011363636,2.31316972902372,9868.34850909091,3776.18776650914,511.15852,100.725954752212,167.382883636364,24.9502664837692,74.5502654545455,25.3036760579903,2.50155681818182,0.888193929558575,0.0,0.32,5.86666666666667,88,760.0,668,113.85,1063.62,181.3,37.41,5.52,6.19,92.79,561.18,82.85,sample_0301-213,2019-04-05,17,1,301,8,Ble
sample_0301,224.441872727273,29.1131279831794,16500.4567272727,12519.930973615,553.967592727273,262.367213561266,189.737233454546,90.1154828516837,89.8851723636364,47.7451304521025,2.23469090909091,0.446882778263403,-0.02,0.65,3.73333333333333,55,575.22,483,129.43,946.4,253.5,195.36,2.64,25.59,199.07,1465.17,39.65,sample_0301-214,2019-04-05,17,1,301,8,Ble
sample_0301,232.196973684211,4.80581398529409,22261.8794666667,5075.3148663537,626.28096,102.575892298268,237.672426666667,40.4537615621538,116.630186666667,17.1150718839994,2.04158771929824,0.207168898279209,0.0,0.07,7.6,114,3307.99,3308,435.26,3323.02,437.24,39.2,14.27,5.34,80.05,587.96,213.98,sample_0301-228,2019-04-05,17,1,301,8,Ble
sample_0301,220.654806451613,17.0960084940303,21457.2065032258,8924.73754925063,655.9104,168.849839319214,262.55087483871,70.8570868944734,98.2127896774194,29.7541875123736,3.0291935483871,1.61231071073692,-0.01,0.12,2.06666666666667,31,755.22,755,365.43,768.79,372.0,37.87,6.47,9.07,136.1,568.09,97.1,sample_0301-233,2019-04-05,17,1,301,8,Ble
sample_0301,238.370733944954,3.80387754077677,16977.0735559633,5136.63614475007,555.760974678899,123.654566058446,181.652829357798,41.6835955930422,115.314284036697,24.68394089128,1.60333944954128,0.322081891478259,0.08,0.43,7.26666666666667,109,1709.87,1700,233.93,2284.25,314.35,166.19,2.53,15.55,233.3,2492.82,37.96,sample_0301-264,2019-04-05,17,1,301,8,Ble
sample_0301,230.535633333333,2.91244511407607,11080.0622933333,4113.38556515047,461.8926144,111.11432283519,152.386282666667,31.5840820208106,89.2102186666667,21.3596084121191,1.79630666666667,0.597237813601522,0.0,0.45,10.0666666666667,150,1870.7,1871,185.83,2219.26,220.46,106.04,2.61,10.84,162.67,1590.55,39.18,sample_0301-27,2019-04-05,17,1,301,8,Ble
sample_0301,216.034131386861,8.36213233414701,3801.60298978102,1049.78980334502,242.821486715329,42.0170339579519,81.9040350364963,11.5555636330735,58.2733383941606,11.9905001359871,1.45471532846715,0.301673346638602,0.03,0.38,9.13333333333333,137,647.19,186,20.37,1341.8,146.91,25.29,1.14,4.43,66.48,379.37,17.15,sample_0301-28,2019-04-05,17,1,301,8,Ble
sample_0301,216.707745098039,9.487686668025,3286.02302745098,802.827762937925,213.156395294118,27.2325800980734,73.2108894117647,9.18908476884243,56.1662054901961,9.95865741693381,1.33235294117647,0.192809178074281,0.06,0.45,6.8,102,633.95,634,93.23,883.67,129.95,12.76,1.71,2.05,30.81,191.43,25.6,sample_0301-291,2019-04-05,17,1,301,8,Ble
sample_0301,239.309303030303,2.53134880415528,18579.5366787879,9391.8451169253,623.830477575758,246.246306423136,191.811287272727,63.2334166396662,112.425003636364,41.8110482544461,1.86474242424242,0.645290949539128,0.07,0.65,4.4,66,928.45,928,211.01,1425.82,324.05,105.64,3.73,15.95,239.2,1584.6,55.99,sample_0301-301,2019-04-05,17,1,301,8,Ble
sample_0301,230.984848484848,15.4646725153679,12425.1911757576,6094.76869077595,462.430797575757,158.836323379157,167.290831515152,68.9331970681933,85.6159806060606,26.1378169795033,1.91172727272727,0.426952739826617,-0.03,0.19,2.2,33,632.25,632,287.38,647.03,294.1,31.65,8.52,7.49,112.37,474.81,127.79,sample_0301-308,2019-04-05,17,1,301,8,Ble
sample_0301,237.271118644068,3.57869460444556,21657.9245559322,9617.1603538843,621.825610847457,187.808790943534,214.676968135593,78.2735503670824,122.606909830508,40.7224373711124,1.83606779661017,0.765172796901115,-0.04,0.2,3.93333333333333,59,823.45,823,209.35,1150.75,292.56,51.63,3.62,10.91,163.59,774.48,54.33,sample_0301-315,2019-04-05,17,1,301,8,Ble
sample_0301,216.025534090909,5.21141667360718,6367.4624,1471.17207874662,340.454021818182,67.2325024905322,117.958149090909,23.4078230992732,68.5850945454546,8.13057458476378,1.74070454545455,0.385798594322737,-0.08,0.41,5.86666666666667,88,559.36,438,74.58,1300.0,221.59,48.11,3.49,6.83,102.38,721.66,52.36,sample_0301-346,2019-04-05,17,1,301,8,Ble
sample_0301,207.336368421053,8.23320406390457,19942.4,14233.7798351855,556.04448,206.118102028529,198.78448,63.4385073395769,113.352,72.929922909687,3.04702631578947,2.96792657160245,0.14,0.44,2.6,38,564.34,564,217.05,745.78,286.84,84.07,0.98,15.25,230.45,1261.02,14.7,sample_0301-349,2019-04-05,17,1,301,8,Ble
sample_0301,228.865456790123,4.60807390362118,13621.433837037,5463.16653988898,501.736612345679,146.297494150241,166.132397037037,49.4136554742455,99.6793481481482,23.2389239409646,1.68840740740741,0.397859798728703,-0.09,0.46,5.66666666666667,81,968.7,969,170.95,1680.67,296.59,219.79,0.44,27.42,168.2,1098.93,6.66,sample_0301-357,2019-04-05,17,1,301,8,Ble
sample_0301,237.3265625,12.1368932888489,26534.48192,6923.49803729591,747.75944,155.246843251015,296.5691,65.4550581580767,110.064188,19.8626833832911,2.6597125,0.352791012606542,0.0,0.21,5.46666666666667,80,2807.77,2808,513.62,2939.27,537.67,349.63,7.12,36.58,189.09,1748.17,106.78,sample_0301-360,2019-04-05,17,1,301,8,Ble
sample_0301,233.655413333333,4.36102486743821,18897.22368,6076.03835112814,610.6900352,124.988596704309,212.983210666667,33.9749579896732,110.9901568,29.7919760797345,2.08925333333333,0.790491740444966,0.02,0.4,5.0,75,1122.15,1122,224.43,1912.76,382.55,87.63,3.51,12.95,194.28,1314.49,52.6,sample_0301-362,2019-04-05,17,1,301,8,Ble
sample_0301,224.046013245033,3.419545556526,18980.8999417219,1582.08000928774,602.28540397351,37.197320789904,231.083727682119,11.967124995276,104.528769271523,6.07748274168388,2.21725165562914,0.159137936752703,0.0,0.09,10.0666666666667,151,4808.34,4808,477.65,4888.07,485.57,44.77,4.17,6.36,95.44,671.54,62.6,sample_0301-37,2019-04-05,17,1,301,8,Ble
sample_0301,213.874775862069,3.34458902121182,22719.0395586207,6235.13161155682,711.82428137931,143.435364902873,279.529467586207,59.8915309557838,100.442648275862,15.9908895697093,2.75006896551724,0.343876908927668,-0.01,0.15,3.86666666666667,58,1480.42,1480,382.87,1526.27,394.72,39.13,5.03,11.17,167.62,586.96,75.48,sample_0301-374,2019-04-05,17,1,301,8,Ble
sample_0301,224.811701492537,8.88171571606851,18142.7780776119,4482.00958373264,656.458507462686,135.188191440367,221.10056119403,40.4138340325809,102.807445970149,17.7834837522382,2.17440298507463,0.397056062742595,-0.04,0.41,4.46666666666667,67,882.49,784,175.57,1307.71,292.77,47.77,5.46,9.25,138.76,716.62,81.88,sample_0301-38,2019-04-05,17,1,301,8,Ble
sample_0301,162.389176470588,13.0184515747616,478.388705882353,266.719232762226,103.764141176471,42.9505562790288,33.5204705882353,8.84171222955746,17.4073976470588,5.95488181727346,2.05188235294118,0.668418925745013,0.18,0.85,1.4,17,592.61,528,377.11,1060.33,757.38,349.12,10.09,98.44,686.64,2618.39,151.38,sample_0301-384,2019-04-05,17,1,301,8,Ble
sample_0301,239.143605263158,4.59782042879434,16674.7648,7738.20577804533,567.7932,194.578903923141,198.45592,67.5016816630262,96.92664,36.4612668170081,2.44409210526316,1.21970243559792,-0.02,0.45,5.13333333333333,76,936.71,584,113.78,1745.09,339.95,228.9,2.87,26.66,230.07,1716.72,15.2,sample_0301-389,2019-04-05,17,1,301,8,Ble
sample_0301,222.115411764706,9.04742180350877,11556.3489882353,3098.49063055049,451.851562352941,65.2130701523509,163.101454117647,26.3941105972838,88.3941694117647,16.1007165786714,1.86645588235294,0.240801115298623,0.01,0.28,4.53333333333333,68,717.3,717,158.23,820.65,181.03,23.86,3.64,5.35,80.26,357.85,54.53,sample_0301-4,2019-04-05,17,1,301,8,Ble
sample_0301,219.158263736264,22.5771207104474,17531.8229802198,7196.899830493,605.920038681319,157.164475685297,222.699776703297,69.7337284797366,96.5455226373626,31.0010393304046,2.47167032967033,0.835812991509797,0.0,0.48,6.33333333333333,91,1115.84,931,146.98,2164.45,341.76,176.11,5.53,20.39,173.67,928.95,82.88,sample_0301-42,2019-04-05,17,1,301,8,Ble
sample_0301,232.581769230769,7.61489358668514,17197.3379938462,5501.51792994687,551.476672,101.401722806332,208.473004307692,49.5706971363971,102.580918153846,20.313107483047,2.10512307692308,0.563084793450671,0.05,0.23,4.4,65,824.75,406,92.27,1303.41,296.23,166.24,7.32,20.21,171.94,1246.77,109.77,sample_0301-420,2019-04-05,17,1,301,8,Ble
sample_0301,209.172682119205,7.09631856516308,4354.93569271523,560.195924674586,255.175627019868,19.8974150914082,87.1042140397351,7.53211246169353,63.4873197350994,5.00699383396091,1.37876821192053,0.143750174200873,0.0,0.09,10.0666666666667,151,2886.92,2887,286.78,2929.31,290.99,29.43,11.11,3.24,48.63,441.41,166.58,sample_0301-43,2019-04-05,17,1,301,8,Ble
sample_0301,237.75180952381,3.75321229724616,20231.1826285714,6842.70022400566,631.740518095238,144.428377855384,233.081287619048,61.1002100388091,105.382758095238,26.0478224271243,2.26740476190476,0.574153886889595,-0.01,0.11,2.86666666666667,42,1563.48,1563,545.4,1591.04,555.01,59.72,19.18,8.83,137.73,895.75,287.75,sample_0301-436,2019-04-05,17,1,301,8,Ble
sample_0301,231.38340625,2.91857706004888,14568.2272,3378.65041005325,469.6762,69.5871313704577,163.44351,23.8355935336855,111.02517,19.4015695960534,1.505125,0.223810655862091,-0.04,0.17,2.13333333333333,32,728.45,728,341.46,766.85,359.46,30.96,10.6,5.51,82.59,464.47,159.0,sample_0301-438,2019-04-05,17,1,301,8,Ble
sample_0301,206.034843137255,24.4798089570753,18384.6229333333,8331.92369460801,688.107218823529,142.686643597366,290.963764705882,56.3268488703883,75.7157898039216,30.8960820755573,4.77437254901961,2.66794667083721,-0.02,0.19,3.46666666666667,51,1824.83,1825,526.39,1957.76,564.74,210.02,28.56,24.91,156.48,1575.13,428.36,sample_0301-448,2019-04-05,17,1,301,8,Ble
sample_0301,232.795706521739,3.3766178199398,22349.0014608696,3904.10709879837,664.663088695652,73.0635135731603,255.087986086956,31.7059927065402,110.509551304348,17.1060240102245,2.33688043478261,0.290464797753316,-0.01,0.31,6.13333333333333,92,3682.4,3678,599.64,3771.12,614.86,69.91,22.37,5.37,80.49,1048.58,335.55,sample_0301-45,2019-04-05,17,1,301,8,Ble
sample_0301,235.799562913907,7.61084842014008,18617.1113960265,6899.22670470243,617.364327417219,125.349212543425,197.791902516556,39.4392675084812,115.597791788079,29.2308814960997,1.77445695364238,0.376972001349337,0.0,0.28,10.0666666666667,151,2600.66,2601,258.34,3104.33,308.38,45.73,3.14,9.79,146.84,685.94,47.13,sample_0301-46,2019-04-05,17,1,301,8,Ble
sample_0301,223.36330952381,13.8613685867226,14305.9968,4162.72426825615,497.467916190476,108.215108738232,192.17635047619,47.5119532082052,91.9899657142857,15.1236582384582,2.07880952380952,0.342022338315913,0.03,0.13,2.8,42,946.13,946,337.9,1068.09,381.46,34.36,10.81,6.33,94.99,515.34,162.13,sample_0301-47,2019-04-05,17,1,301,8,Ble
sample_0301,229.477475409836,3.78234691936086,2999.7324590164,822.233109549787,226.184721311475,28.3321332148781,71.2481809836066,7.82853664817298,53.145628852459,13.651026537022,1.49510655737705,0.675148209102391,0.01,0.62,8.13333333333333,122,597.04,566,69.56,893.49,109.86,47.31,1.46,4.64,69.67,709.65,21.87,sample_0301-5,2019-04-05,17,1,301,8,Ble
sample_0301,231.506823529412,2.68781117967974,20904.4992,6963.1616145081,665.456715294118,160.272379915885,258.229938823529,65.8618517114985,99.5796705882353,18.9643064878893,2.59335294117647,0.466473870284021,0.12,0.27,2.26666666666667,34,781.58,782,344.81,930.79,410.64,72.76,2.71,16.1,241.56,1091.34,40.63,sample_0301-518,2019-04-05,17,1,301,8,Ble
sample_0301,216.252359375,4.1547429098053,5841.2688,999.39570926261,305.35793,35.3431589490897,111.879505,13.9819033859093,65.908625,8.41311719794071,1.719625,0.262681683157899,-0.11,0.31,4.26666666666667,64,521.02,504,118.14,923.67,216.49,34.85,4.41,5.7,85.53,522.74,66.18,sample_0301-52,2019-04-05,17,1,301,8,Ble
sample_0301,218.779701986755,4.96262008055517,18690.0649536424,3954.28108939445,624.116308344371,86.3689609028016,242.14574410596,40.9906260291485,97.9839512582781,10.7328740199712,2.49881456953643,0.518168767925065,0.05,0.21,10.0666666666667,151,3337.8,3338,331.57,4038.89,401.21,43.64,9.15,9.58,143.67,654.55,137.25,sample_0301-53,2019-04-05,17,1,301,8,Ble
sample_0301,204.11664516129,12.3738686716494,16242.5591741935,7778.92096864761,535.920227096774,189.984670866377,193.549935483871,66.0063258490087,100.432970322581,24.3320767340496,1.93922580645161,0.44870463259457,0.0,0.61,2.06666666666667,31,695.06,581,281.36,920.22,445.27,113.38,12.29,17.98,269.71,1700.73,184.32,sample_0301-532,2019-04-05,17,1,301,8,Ble
sample_0301,236.352366666667,4.01807529371906,10171.4281813333,3323.23518157754,428.884740266667,87.3785157601413,140.939588266667,27.3230534890133,89.2906368,21.3359886543498,1.64589333333333,0.404508619741521,-0.01,0.33,10.0666666666667,150,872.33,872,86.66,2705.53,268.76,150.9,3.41,13.5,138.29,1131.76,51.21,sample_0301-54,2019-04-05,17,1,301,8,Ble
sample_0301,142.755333333333,4.61088579445683,1658.55914666667,691.135643064707,219.444629333333,74.3284658607039,63.6835413333333,19.1276825492082,31.4879146666667,7.30893403776684,2.00926666666667,0.447101053880387,0.03,0.13,1.06666666666667,15,555.63,556,520.9,559.15,524.2,61.56,19.01,11.4,146.36,913.26,285.18,sample_0301-541,2019-04-05,17,1,301,8,Ble
sample_0301,234.582821192053,4.21057874895458,26428.5278940397,2463.25209561404,790.951145960265,46.0044506099231,303.295605827815,12.501105321376,111.041657218543,10.3266144062418,2.7564701986755,0.292800473768902,0.0,0.06,10.0666666666667,151,6276.24,6276,623.47,6327.28,628.54,53.23,29.99,4.52,67.8,798.41,449.82,sample_0301-56,2019-04-05,17,1,301,8,Ble
sample_0301,236.411894736842,17.4528950253556,17189.376,9394.77619897342,553.92864,238.330241690075,194.77376,85.489777831361,97.5264,39.8929951797433,2.15815789473684,0.631845732152846,-0.04,0.38,1.4,19,658.08,645,460.99,798.21,570.15,119.2,16.87,28.05,313.93,1664.14,252.99,sample_0301-560,2019-04-05,17,1,301,8,Ble
sample_0301,211.938047619048,4.22877248709588,24809.7353142857,8633.06158675799,656.423436190476,165.392298151037,247.619291428571,67.6121627995261,122.091032380952,23.8280012370509,2.00666666666667,0.303728716675479,0.04,0.07,1.4,21,544.52,545,388.94,561.28,400.91,38.45,17.79,6.35,95.31,576.81,266.84,sample_0301-568,2019-04-05,17,1,301,8,Ble
sample_0301,207.687625,2.06715967310956,18905.2330666667,511.631497115842,596.22076,12.6200476704288,227.593906666667,6.26721953646783,105.787693333333,2.21926226873133,2.15279166666667,0.0876792470446618,-0.01,0.08,1.6,24,731.44,731,457.15,737.39,460.87,34.12,27.27,1.41,21.21,511.81,409.07,sample_0301-569,2019-04-05,17,1,301,8,Ble
sample_0301,232.206397058824,3.96910621206563,11151.3494588235,3457.4018403234,461.427785882353,104.79398966413,151.478729411765,35.165531109854,92.7109694117647,15.6956071797081,1.66488235294118,0.399935810753815,0.09,0.4,9.06666666666667,136,692.63,538,59.39,1822.87,201.05,48.06,3.1,6.67,100.05,720.9,46.53,sample_0301-6,2019-04-05,17,1,301,8,Ble
sample_0301,227.719082191781,18.5899269822932,11702.1443506849,5665.33983425603,458.409762191781,160.37048760787,154.876672876712,56.0708398143626,89.5347046575342,24.7168842934853,1.73790410958904,0.467219764118551,-0.03,0.47,10.0666666666667,146,1416.62,1033,102.63,2967.69,294.8,129.74,0.99,15.98,161.91,1157.89,14.83,sample_0301-62,2019-04-05,17,1,301,8,Ble
sample_0301,230.904041666667,15.8346338109796,13747.3934222222,5549.45854996298,504.434462222222,133.602945733601,179.912773333333,51.2153473303557,92.9501111111111,28.7069570455887,2.05955555555556,0.695257716709967,0.05,0.4,4.93333333333333,72,905.46,905,183.54,1506.41,305.35,92.24,3.56,12.0,127.66,518.47,53.41,sample_0301-63,2019-04-05,17,1,301,8,Ble
sample_0301,232.120793650794,1.81301788293166,15941.3199238095,4981.33866630383,525.971149206349,106.872655997148,175.103034920635,33.3997318639942,114.539672380952,21.8184115603264,1.5681746031746,0.384515301918031,0.12,0.3,4.2,63,548.66,549,130.63,981.44,233.68,61.66,3.99,7.57,113.51,924.93,59.85,sample_0301-64,2019-04-05,17,1,301,8,Ble
sample_0301,232.435815068493,3.38400559427968,15189.6456767123,7792.9221710045,501.359673424658,186.319943034264,176.364600547945,62.3633773320832,98.6156010958904,34.9063033009746,1.87317808219178,0.533274124823202,-0.06,0.53,10.0666666666667,146,2121.27,1926,191.37,3800.22,377.51,280.73,0.97,27.34,233.65,2105.51,14.56,sample_0301-65,2019-04-05,17,1,301,8,Ble
sample_0301,226.027058823529,17.5852752786941,18187.0339011765,8244.1771426336,581.889904941176,196.283977235931,200.876762352941,65.3089543796156,104.785366588235,35.4124414051897,1.94504705882353,0.364953907914357,0.0,0.44,5.8,85,1582.92,1522,262.39,2195.81,378.59,143.57,2.56,18.67,164.9,1076.75,38.45,sample_0301-73,2019-04-05,17,1,301,8,Ble
sample_0301,230.13761589404,6.48800425489064,17210.1849006622,3294.50777582155,563.703656688741,58.8591934549989,203.162193377483,27.143924867339,107.635085562914,13.9059997738676,1.91835099337748,0.350012898784707,-0.03,0.22,10.0666666666667,151,1696.65,1697,168.54,3567.11,354.35,57.0,8.7,9.16,137.39,854.95,130.47,sample_0301-78,2019-04-05,17,1,301,8,Ble
sample_0301,226.243675496689,4.23306376603624,9418.59806092715,1496.0913562673,396.15456,29.0564202517626,130.116952582781,10.4801830686803,92.3008423841059,13.8141882735526,1.4513178807947,0.3160883288125,-0.01,0.21,10.0666666666667,151,2237.74,2238,222.29,2442.18,242.6,28.29,3.16,4.67,70.0,424.32,47.33,sample_0301-79,2019-04-05,17,1,301,8,Ble
sample_0301,237.665738636364,3.08798123801071,24144.9402181818,5251.71743171092,740.444992727273,120.055454637462,261.881698181818,46.8454507738896,116.041843636364,13.9593395260017,2.26028409090909,0.367580719069088,0.0,0.14,5.86666666666667,88,2256.34,2256,384.6,2377.2,405.2,67.17,12.23,8.51,127.67,1007.59,183.48,sample_0301-8,2019-04-05,17,1,301,8,Ble
sample_0301,229.023410596027,3.06555571965133,26798.1918940397,5777.5880260187,729.995844238411,102.585913982326,259.361002384106,38.3877532257688,130.864631523179,17.9613147763877,2.01388079470199,0.401224075833813,0.0,0.26,10.0666666666667,151,1996.33,1735,172.38,4238.72,421.06,42.04,4.57,9.09,136.41,630.54,68.53,sample_0301-85,2019-04-05,17,1,301,8,Ble
sample_0301,238.396083333333,3.02339560642299,16568.34048,6741.46858063178,584.800544,107.041784514458,190.715008,51.2787090302276,106.927946666667,23.6184856501761,1.90701666666667,0.887865627557949,-0.03,0.23,4.0,60,789.1,438,109.49,1257.34,314.33,74.53,4.51,10.41,156.19,1118.0,67.59,sample_0301-9,2019-04-05,17,1,301,8,Ble
sample_0301,218.063927152318,3.43161354098299,16546.9929960265,1421.29753663631,540.235621721854,41.8270717376596,197.277719735099,14.9058876540639,106.884346490066,6.11174696527337,1.85365562913907,0.199166799320155,0.01,0.13,10.0666666666667,151,3988.56,3989,396.21,4191.38,416.36,37.76,11.44,6.32,94.86,566.43,171.63,sample_0301-91,2019-04-05,17,1,301,8,Ble
sample_0301,234.350105263158,2.82662660935643,15570.6368,4829.5030580364,537.523306666667,98.6311433357851,192.7152,46.0647755614957,99.4296533333333,20.1301167069917,1.94485964912281,0.403961828049759,0.11,0.26,3.8,57,720.2,720,189.53,1217.81,320.48,70.25,7.75,11.44,171.64,1053.69,116.18,sample_0301-93,2019-04-05,17,1,301,8,Ble
sample_0301,223.610134615385,9.84033759190709,28201.8087384616,6733.93266979608,773.356707692308,141.693829836449,318.685187692308,63.093009728824,109.960307692308,15.5525844162233,2.86982692307692,0.342291282971375,0.0,0.06,3.46666666666667,52,1948.36,1948,562.03,1961.74,565.89,47.05,17.82,7.07,106.09,705.78,267.35,sample_0301-94,2019-04-05,17,1,301,8,Ble
